DOI,Journal,Year,Material,Material_Class,Doping,Gas,DFT_Software,Functional,Adsorption_Energy_eV,Charge_Transfer_e,Adsorption_Distance_A,Bandgap_Before_eV,Bandgap_After_eV,Bandgap_Change_eV,WorkFunction_Before_eV,WorkFunction_After_eV,WorkFunction_Change_eV,Sensitivity,Selectivity,Response_Time,Recovery_Time,Detection_Limit,Gas_MolecularWeight,Gas_XLogP,Gas_TPSA,Gas_HeavyAtomCount,Gas_HBondDonorCount,Gas_HBondAcceptorCount,Mat_Group,Mat_Layers,Mat_MetalFraction
10.3390/molecules29215086,Molecules,2024,Zr-MoTe2,TMD,Zr,CH3CHO,CASTEP,GGA-PBE,-0.439,-0.063,3.512,,,,,,,,,,,,44.05,-0.3,17.1,3,0,1,tmd_decorated,1,0.36
10.3390/molecules29215086,Molecules,2024,Zr-MoTe2,TMD,Zr,C6H6,CASTEP,GGA-PBE,-0.8,-0.085,3.685,,,,,,,,,,,,78.11,2.1,0.0,6,0,0,tmd_decorated,1,0.36
10.3390/molecules27103176,Molecules,2022,Au-MoTe2,TMD,Au,SO2,CASTEP,GGA-PBE,-0.98,-0.259,,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,tmd_decorated,1,0.36
10.3390/molecules27103176,Molecules,2022,Ag-MoTe2,TMD,Ag,SO2,CASTEP,GGA-PBE,-0.81,-0.341,,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,tmd_decorated,1,0.36
10.3390/molecules27103176,Molecules,2022,Cu-MoTe2,TMD,Cu,SO2,CASTEP,GGA-PBE,-1.18,-0.316,,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,tmd_decorated,1,0.36
10.3390/molecules27103176,Molecules,2022,Au-MoTe2,TMD,Au,SOF2,CASTEP,GGA-PBE,-0.49,-0.147,,,,,,,,,,,,,86.06,0.5,36.3,4,0,4,tmd_decorated,1,0.36
10.3390/molecules27103176,Molecules,2022,Ag-MoTe2,TMD,Ag,SOF2,CASTEP,GGA-PBE,-0.4,-0.158,,,,,,,,,,,,,86.06,0.5,36.3,4,0,4,tmd_decorated,1,0.36
10.3390/molecules27103176,Molecules,2022,Cu-MoTe2,TMD,Cu,SOF2,CASTEP,GGA-PBE,-0.6,0.077,,,,,,,,,,,,,86.06,0.5,36.3,4,0,4,tmd_decorated,1,0.36
10.3390/molecules27103176,Molecules,2022,Au-MoTe2,TMD,Au,HF,CASTEP,GGA-PBE,-0.23,-0.033,,,,,,,,,,,,,20.0064,0.6,0.0,1,1,1,tmd_decorated,1,0.36
10.3390/molecules27103176,Molecules,2022,Ag-MoTe2,TMD,Ag,HF,CASTEP,GGA-PBE,-0.32,-0.007,,,,,,,,,,,,,20.0064,0.6,0.0,1,1,1,tmd_decorated,1,0.36
10.3390/molecules27103176,Molecules,2022,Cu-MoTe2,TMD,Cu,HF,CASTEP,GGA-PBE,-0.33,0.031,,,,,,,,,,,,,20.0064,0.6,0.0,1,1,1,tmd_decorated,1,0.36
10.1186/s11671-020-03361-6,Nanoscale Research Letters,2020,Rh-MoTe2,TMD,Rh,SO2,DMol3,GGA-PBE,-1.65,-0.333,,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,tmd_decorated,1,0.36
10.1186/s11671-020-03361-6,Nanoscale Research Letters,2020,Rh-MoTe2,TMD,Rh,SOF2,DMol3,GGA-PBE,-0.46,0.04,,,,,,,,,,,,,86.06,0.5,36.3,4,0,4,tmd_decorated,1,0.36
10.1186/s11671-020-03361-6,Nanoscale Research Letters,2020,Rh-MoTe2,TMD,Rh,SO2F2,DMol3,GGA-PBE,-2.12,-0.753,,,,,,,,,,,,,102.06,0.7,42.5,5,0,4,tmd_decorated,1,0.36
10.1016/j.apsusc.2020.146180,Applied Surface Science,2020,Ni-doped Graphene,2D Carbon,Ni,SO2,CASTEP,GGA-PBE,-4.213,-0.387,,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.02
10.1016/j.apsusc.2020.146180,Applied Surface Science,2020,Pd-doped Graphene,2D Carbon,Pd,SO2,CASTEP,GGA-PBE,-5.779,-0.363,,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.02
10.1039/C4DT01401D,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,O2,VASP,GGA-PBE,-3.63,,,,,,,,,,,,,,31.999,-1.1,34.1,2,0,2,carbon_2d,1,0.02
10.1039/C4DT01401D,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,H2O,VASP,GGA-PBE,-0.8,,,,,,,,,,,,,,18.015,-0.5,1.0,1,1,1,carbon_2d,1,0.02
10.1039/C4DT01401D,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,NO,VASP,GGA-PBE,-4.41,,,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_2d,1,0.02
10.1039/C4DT01401D,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,NO2,VASP,GGA-PBE,-3.15,,,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,carbon_2d,1,0.02
10.1039/C4DT01401D,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,CO,VASP,GGA-PBE,-2.46,,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.1039/C4DT01401D,Dalton Transactions,2014,Co@Graphene,2D Carbon,Co,NH3,VASP,GGA-PBE,-0.98,,,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_2d,1,0.02
10.1039/C4DT01401D,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,O2,VASP,GGA-PBE,-3.75,,,,,,,,,,,,,,31.999,-1.1,34.1,2,0,2,carbon_2d,1,0.02
10.1039/C4DT01401D,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,H2O,VASP,GGA-PBE,-0.77,,,,,,,,,,,,,,18.015,-0.5,1.0,1,1,1,carbon_2d,1,0.02
10.1039/C4DT01401D,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,NO,VASP,GGA-PBE,-3.93,,,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_2d,1,0.02
10.1039/C4DT01401D,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,NO2,VASP,GGA-PBE,-3.23,,,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,carbon_2d,1,0.02
10.1039/C4DT01401D,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,CO,VASP,GGA-PBE,-2.16,,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.1039/C4DT01401D,Dalton Transactions,2014,Fe@Graphene,2D Carbon,Fe,NH3,VASP,GGA-PBE,-1.55,,,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_2d,1,0.02
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,Graphene,2D Carbon,,SO2,CASTEP,GGA-PBE,-0.012,-0.077,3.279,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.0
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,B-doped Graphene,2D Carbon,B,SO2,CASTEP,GGA-PBE,-0.205,-0.11,3.162,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.01
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,N-doped Graphene,2D Carbon,N,SO2,CASTEP,GGA-PBE,-0.172,-0.263,3.478,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.01
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,Al-doped Graphene,2D Carbon,Al,SO2,CASTEP,GGA-PBE,-1.262,-0.744,1.825,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.02
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,Si-doped Graphene,2D Carbon,Si,SO2,CASTEP,GGA-PBE,-0.902,-0.959,1.737,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.02
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,Pt-doped Graphene,2D Carbon,Pt,SO2,CASTEP,GGA-PBE,-1.018,-0.55,2.229,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.02
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,Mn-doped Graphene,2D Carbon,Mn,SO2,CASTEP,GGA-PBE,-1.729,-0.599,1.905,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.02
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,Cr-doped Graphene,2D Carbon,Cr,SO2,CASTEP,GGA-PBE,-1.675,-0.672,1.927,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.02
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,Ag-doped Graphene,2D Carbon,Ag,SO2,CASTEP,GGA-PBE,-0.968,-0.454,2.173,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.02
10.1140/epjb/e2012-30853-y,European Physical Journal B,2013,Au-doped Graphene,2D Carbon,Au,SO2,CASTEP,GGA-PBE,-1.284,-0.479,2.167,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.02
10.1016/j.apsusc.2015.03.068,Applied Surface Science,2015,Graphene,2D Carbon,,CO,VASP,GGA-PBE,-0.08,0.015,3.22,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.0
10.1016/j.apsusc.2015.03.068,Applied Surface Science,2015,Pd-doped Graphene,2D Carbon,Pd,CO,VASP,GGA-PBE,-1.05,0.155,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.1016/j.apsusc.2015.03.068,Applied Surface Science,2015,Graphene,2D Carbon,,NO2,VASP,GGA-PBE,-0.24,0.204,,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,carbon_2d,1,0.0
10.1016/j.apsusc.2015.03.068,Applied Surface Science,2015,Pd-doped Graphene,2D Carbon,Pd,NO2,VASP,GGA-PBE,-2.17,0.663,,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,carbon_2d,1,0.02
10.1039/C8TA08407F,Journal of Materials Chemistry A,2019,Janus MoSSe,TMD,,O2,VASP,GGA-PBE,-0.104,0.035,3.13,,,,,,,,,,,,31.999,-1.1,34.1,2,0,2,tmd_janus,1,0.33
10.1039/C8TA08407F,Journal of Materials Chemistry A,2019,Janus MoSSe,TMD,,O2,VASP,GGA-PBE,-0.101,0.018,3.09,,,,,,,,,,,,31.999,-1.1,34.1,2,0,2,tmd_janus,1,0.33
10.1039/C8TA08407F,Journal of Materials Chemistry A,2019,Janus MoSSe,TMD,,NO2,VASP,GGA-PBE,-0.245,0.107,2.84,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_janus,1,0.33
10.1039/C8TA08407F,Journal of Materials Chemistry A,2019,Janus MoSSe,TMD,,NO2,VASP,GGA-PBE,-0.216,0.069,2.78,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,tmd_janus,1,0.33
10.1039/D0RA06760A,RSC Advances,2020,B-doped Graphene (1B),2D Carbon,B,CO,VASP,GGA-PBE,-0.105,,3.42,0.14,0.18,0.04,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.01
10.1039/D0RA06760A,RSC Advances,2020,B-doped Graphene (1B),2D Carbon,B,NH3,VASP,GGA-PBE,-0.259,,3.22,0.14,0.24,0.1,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_2d,1,0.01
10.1039/D0RA06760A,RSC Advances,2020,B-pattern Graphene (a1),2D Carbon,B,CO,VASP,GGA-PBE,-0.025,,3.59,0.21,0.24,0.03,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.1039/D0RA06760A,RSC Advances,2020,B-pattern Graphene (a1),2D Carbon,B,NH3,VASP,GGA-PBE,-0.561,,1.67,0.21,0.54,0.33,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_2d,1,0.02
10.1039/D0RA06760A,RSC Advances,2020,B-pattern Graphene (c1),2D Carbon,B,CO,VASP,GGA-PBE,-0.028,,4.03,0.16,0.16,0.0,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.1039/D0RA06760A,RSC Advances,2020,B-pattern Graphene (c1),2D Carbon,B,NH3,VASP,GGA-PBE,-1.021,,1.646,0.16,0.26,0.1,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_2d,1,0.02
10.1039/D0RA06760A,RSC Advances,2020,B-pattern Graphene (d1),2D Carbon,B,CO,VASP,GGA-PBE,-0.309,,3.06,0.57,0.64,0.07,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.1039/D0RA06760A,RSC Advances,2020,B-pattern Graphene (d1),2D Carbon,B,NH3,VASP,GGA-PBE,-0.33,,3.58,0.57,0.65,0.08,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_2d,1,0.02
10.1039/D0RA06760A,RSC Advances,2020,B-pattern Graphene (f1),2D Carbon,B,CO,VASP,GGA-PBE,-0.291,,3.14,0.58,0.63,0.05,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.1039/D0RA06760A,RSC Advances,2020,B-pattern Graphene (f1),2D Carbon,B,NH3,VASP,GGA-PBE,-1.047,,1.64,0.58,0.83,0.25,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_2d,1,0.02
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu-substituted MoS2,TMD,Cu,H2,VASP,GGA-PBE,-0.45,0.02,,,,,,,,,,,,,2.016,0.0,0.0,0,0,0,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu-substituted MoS2,TMD,Cu,O2,VASP,GGA-PBE,-1.07,-0.5,,,,,,,,,,,,,31.999,-1.1,34.1,2,0,2,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu-substituted MoS2,TMD,Cu,N2,VASP,GGA-PBE,-0.66,-0.09,,,,,,,,,,,,,28.014,0.1,47.6,2,0,2,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu-substituted MoS2,TMD,Cu,CO,VASP,GGA-PBE,-1.24,-0.1,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu-substituted MoS2,TMD,Cu,NO,VASP,GGA-PBE,-1.44,-0.28,,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag-substituted MoS2,TMD,Ag,H2,VASP,GGA-PBE,-0.27,0.05,,,,,,,,,,,,,2.016,0.0,0.0,0,0,0,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag-substituted MoS2,TMD,Ag,O2,VASP,GGA-PBE,-0.57,-0.42,,,,,,,,,,,,,31.999,-1.1,34.1,2,0,2,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag-substituted MoS2,TMD,Ag,N2,VASP,GGA-PBE,-0.33,-0.02,,,,,,,,,,,,,28.014,0.1,47.6,2,0,2,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag-substituted MoS2,TMD,Ag,CO,VASP,GGA-PBE,-0.77,-0.01,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag-substituted MoS2,TMD,Ag,NO,VASP,GGA-PBE,-0.35,-0.19,,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au-substituted MoS2,TMD,Au,H2,VASP,GGA-PBE,-0.23,0.06,,,,,,,,,,,,,2.016,0.0,0.0,0,0,0,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au-substituted MoS2,TMD,Au,O2,VASP,GGA-PBE,-0.51,-0.4,,,,,,,,,,,,,31.999,-1.1,34.1,2,0,2,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au-substituted MoS2,TMD,Au,N2,VASP,GGA-PBE,-0.29,-0.02,,,,,,,,,,,,,28.014,0.1,47.6,2,0,2,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au-substituted MoS2,TMD,Au,CO,VASP,GGA-PBE,-0.13,0.0,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au-substituted MoS2,TMD,Au,NO,VASP,GGA-PBE,-0.11,-0.25,,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,TMD,Cu,H2,VASP,GGA-PBE,-0.395,0.03,,,,,,,,,,,,,2.016,0.0,0.0,0,0,0,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,TMD,Cu,O2,VASP,GGA-PBE,-1.65,-0.85,,,,,,,,,,,,,31.999,-1.1,34.1,2,0,2,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,TMD,Cu,N2,VASP,GGA-PBE,-0.66,-0.12,,,,,,,,,,,,,28.014,0.1,47.6,2,0,2,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,TMD,Cu,CO,VASP,GGA-PBE,-1.31,-0.12,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Cu2-substituted MoS2,TMD,Cu,NO,VASP,GGA-PBE,-1.69,-0.51,,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,TMD,Ag,H2,VASP,GGA-PBE,-0.23,0.04,,,,,,,,,,,,,2.016,0.0,0.0,0,0,0,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,TMD,Ag,O2,VASP,GGA-PBE,-0.97,-0.6,,,,,,,,,,,,,31.999,-1.1,34.1,2,0,2,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,TMD,Ag,N2,VASP,GGA-PBE,-0.32,-0.02,,,,,,,,,,,,,28.014,0.1,47.6,2,0,2,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,TMD,Ag,CO,VASP,GGA-PBE,-0.8,-0.03,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Ag2-substituted MoS2,TMD,Ag,NO,VASP,GGA-PBE,-0.93,-0.25,,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au2-substituted MoS2,TMD,Au,H2,VASP,GGA-PBE,-0.22,0.06,,,,,,,,,,,,,2.016,0.0,0.0,0,0,0,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au2-substituted MoS2,TMD,Au,O2,VASP,GGA-PBE,-0.96,-0.71,,,,,,,,,,,,,31.999,-1.1,34.1,2,0,2,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au2-substituted MoS2,TMD,Au,N2,VASP,GGA-PBE,-0.26,-0.02,,,,,,,,,,,,,28.014,0.1,47.6,2,0,2,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au2-substituted MoS2,TMD,Au,CO,VASP,GGA-PBE,-1.08,-0.05,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,tmd_substituted,1,0.34
10.3390/ijms241210284,International Journal of Molecular Sciences,2023,Au2-substituted MoS2,TMD,Au,NO,VASP,GGA-PBE,-1.11,-0.37,,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,tmd_substituted,1,0.34
10.3390/molecules201019540,Molecules,2015,Fe-embedded Graphene,2D Carbon,Fe,O2,VASP,GGA-PBE,-2.05,,1.85,,,,,,,,,,,,31.999,-1.1,34.1,2,0,2,carbon_2d,1,0.02
10.3390/molecules201019540,Molecules,2015,Co-embedded Graphene,2D Carbon,Co,O2,VASP,GGA-PBE,-1.74,,1.9,,,,,,,,,,,,31.999,-1.1,34.1,2,0,2,carbon_2d,1,0.02
10.3390/molecules201019540,Molecules,2015,Ni-embedded Graphene,2D Carbon,Ni,O2,VASP,GGA-PBE,-1.52,,1.94,,,,,,,,,,,,31.999,-1.1,34.1,2,0,2,carbon_2d,1,0.02
10.3390/molecules201019540,Molecules,2015,Cu-embedded Graphene,2D Carbon,Cu,O2,VASP,GGA-PBE,-1.3,,1.92,,,,,,,,,,,,31.999,-1.1,34.1,2,0,2,carbon_2d,1,0.02
10.3390/molecules201019540,Molecules,2015,Zn-embedded Graphene,2D Carbon,Zn,O2,VASP,GGA-PBE,-0.71,,2.02,,,,,,,,,,,,31.999,-1.1,34.1,2,0,2,carbon_2d,1,0.02
10.3390/molecules201019540,Molecules,2015,Fe-embedded Graphene,2D Carbon,Fe,CO,VASP,GGA-PBE,-1.23,,1.91,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.3390/molecules201019540,Molecules,2015,Co-embedded Graphene,2D Carbon,Co,CO,VASP,GGA-PBE,-1.1,,1.89,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.3390/molecules201019540,Molecules,2015,Ni-embedded Graphene,2D Carbon,Ni,CO,VASP,GGA-PBE,-1.12,,1.87,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.3390/molecules201019540,Molecules,2015,Cu-embedded Graphene,2D Carbon,Cu,CO,VASP,GGA-PBE,-1.13,,1.87,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.3390/molecules201019540,Molecules,2015,Zn-embedded Graphene,2D Carbon,Zn,CO,VASP,GGA-PBE,-0.94,,1.94,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.3390/molecules201019540,Molecules,2015,Fe-embedded Graphene,2D Carbon,Fe,NO,VASP,GGA-PBE,-1.3,,1.77,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_2d,1,0.02
10.3390/molecules201019540,Molecules,2015,Co-embedded Graphene,2D Carbon,Co,NO,VASP,GGA-PBE,-1.18,,1.77,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_2d,1,0.02
10.3390/molecules201019540,Molecules,2015,Ni-embedded Graphene,2D Carbon,Ni,NO,VASP,GGA-PBE,-1.13,,1.74,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_2d,1,0.02
10.3390/molecules201019540,Molecules,2015,Cu-embedded Graphene,2D Carbon,Cu,NO,VASP,GGA-PBE,-1.0,,1.79,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_2d,1,0.02
10.3390/molecules201019540,Molecules,2015,Zn-embedded Graphene,2D Carbon,Zn,NO,VASP,GGA-PBE,-0.69,,1.99,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_2d,1,0.02
10.21203/rs.3.rs-1780644/v1,Research Square (preprint),2022,Fe-N co-doped Graphene,2D Carbon,Fe-N,CO,CASTEP,GGA-PBE,-1.641,,,,,,,,,,,,,,28.010,0.7,1.0,2,0,1,carbon_2d,1,0.02
10.21203/rs.3.rs-1780644/v1,Research Square (preprint),2022,Fe-N co-doped Graphene,2D Carbon,Fe-N,NO,CASTEP,GGA-PBE,-2.081,,,,,,,,,,,,,,30.006,0.2,18.1,2,0,1,carbon_2d,1,0.02
10.21203/rs.3.rs-1780644/v1,Research Square (preprint),2022,Fe-N co-doped Graphene,2D Carbon,Fe-N,NO2,CASTEP,GGA-PBE,-1.345,,,,,,,,,,,,,,46.006,-0.3,30.4,3,0,2,carbon_2d,1,0.02
10.21203/rs.3.rs-1780644/v1,Research Square (preprint),2022,Fe-N co-doped Graphene,2D Carbon,Fe-N,CO2,CASTEP,GGA-PBE,-0.154,,,,,,,,,,,,,,44.009,0.9,34.1,3,0,2,carbon_2d,1,0.02
10.21203/rs.3.rs-1780644/v1,Research Square (preprint),2022,Fe-N co-doped Graphene,2D Carbon,Fe-N,H2S,CASTEP,GGA-PBE,-0.371,,,,,,,,,,,,,,34.08,0.5,1.0,1,1,1,carbon_2d,1,0.02
10.21203/rs.3.rs-1780644/v1,Research Square (preprint),2022,Fe-N co-doped Graphene,2D Carbon,Fe-N,NH3,CASTEP,GGA-PBE,-0.46,,,,,,,,,,,,,,17.031,-0.7,1.0,1,1,1,carbon_2d,1,0.02
10.21203/rs.3.rs-1780644/v1,Research Square (preprint),2022,Fe-N co-doped Graphene,2D Carbon,Fe-N,SO2,CASTEP,GGA-PBE,-0.62,,,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.02
10.53730/ijhs.v6nS7.13392,International Journal of Health Sciences,2022,Graphene,2D Carbon,,SO2,Gaussian,B3LYP/6-31G(d),-0.26,0.002,,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.0
10.53730/ijhs.v6nS7.13392,International Journal of Health Sciences,2022,Al-doped Graphene,2D Carbon,Al,SO2,Gaussian,B3LYP/6-31G(d),-0.55,0.025,,,,,,,,,,,,,64.07,0.1,35.1,3,0,3,carbon_2d,1,0.02
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe,TMD,,H2S,VASP,GGA-PBE,-0.156,0.011,2.292,,,,,,,,,,,,34.08,0.5,1.0,1,1,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe,TMD,,H2S,VASP,GGA-PBE,-0.147,-0.001,3.019,,,,,,,,,,,,34.08,0.5,1.0,1,1,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (MoV),TMD,,H2S,VASP,GGA-PBE,-0.232,0.01,2.074,,,,,,,,,,,,34.08,0.5,1.0,1,1,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (MoV),TMD,,H2S,VASP,GGA-PBE,-0.146,0.002,3.103,,,,,,,,,,,,34.08,0.5,1.0,1,1,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (SeV),TMD,,H2S,VASP,GGA-PBE,-0.232,0.017,1.572,,,,,,,,,,,,34.08,0.5,1.0,1,1,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (SeV),TMD,,H2S,VASP,GGA-PBE,-0.222,-0.003,2.044,,,,,,,,,,,,34.08,0.5,1.0,1,1,1,tmd_janus,1,0.33
10.1016/j.apsusc.2019.06.049,Applied Surface Science,2019,Janus MoSSe (S/SeV),TMD,,H2S,VASP,GGA-PBE,-0.238,0.018,1.609,,,,,,,,,,,,34.08,0.5,1.0,1,1,1,tmd_janus,1,0.33
