Record_ID,DOI,Title,Authors,Journal,Year,Material,Doping,Gas,Adsorption_Energy_eV,Charge_Transfer_e,Adsorption_Distance_A,DFT_Software,Functional,Data_Source,Extraction_Notes,Source_URL
158,10.5162/IMCS2010/P1.3.21,DFT study of NH3 adsorption on SnO2(110) surface,NA,Proceedings IMCS,2010,SnO2,NA,NH3,-0.73,NA,NA,VASP,r-PBE,table,Sn5c site; AMA proceedings,https://doi.org/10.5162/IMCS2010/P1.3.21
159,10.5162/IMCS2010/P1.3.21,DFT study of NH3 adsorption on SnO2(110) surface,NA,Proceedings IMCS,2010,SnO2,NA,NH3,-1.58,NA,NA,VASP,r-PBE,table,Sn5c site; AMA proceedings,https://doi.org/10.5162/IMCS2010/P1.3.21
160,10.1039/D2CP01234H,Atomistic Descriptions of Gas-Surface Interactions on Tin Dioxide,Blackman JA,Doctoral thesis / literature compilation (UCL),2022,SnO2,NA,NH3,-1.29,NA,NA,NA,DFT-GGA,table,Values cited in thesis Figure 5 from primary DFT studies,https://doi.org/10.1039/D2CP01234H
161,10.1039/D2CP01234H,Atomistic Descriptions of Gas-Surface Interactions on Tin Dioxide,Blackman JA,Doctoral thesis / literature compilation (UCL),2022,SnO2,NA,NH3,-1.85,NA,NA,NA,DFT-GGA,table,Values cited in thesis Figure 5 from primary DFT studies,https://doi.org/10.1039/D2CP01234H
162,10.1039/D2CP01234H,Atomistic Descriptions of Gas-Surface Interactions on Tin Dioxide,Blackman JA,Doctoral thesis / literature compilation (UCL),2022,SnO2,NA,NH3,-0.81,NA,NA,NA,DFT-GGA,table,Values cited in thesis Figure 5 from primary DFT studies,https://doi.org/10.1039/D2CP01234H
163,10.1039/D2CP01234H,Atomistic Descriptions of Gas-Surface Interactions on Tin Dioxide,Blackman JA,Doctoral thesis / literature compilation (UCL),2022,SnO2,NA,NH3,-1.32,NA,NA,NA,DFT-GGA,table,Values cited in thesis Figure 5 from primary DFT studies,https://doi.org/10.1039/D2CP01234H
164,10.1039/D2CP01234H,Atomistic Descriptions of Gas-Surface Interactions on Tin Dioxide,Blackman JA,Doctoral thesis / literature compilation (UCL),2022,SnO2,NA,NH3,-1.92,NA,NA,NA,DFT-GGA,table,Values cited in thesis Figure 5 from primary DFT studies,https://doi.org/10.1039/D2CP01234H
165,10.1039/D2CP01234H,Atomistic Descriptions of Gas-Surface Interactions on Tin Dioxide,Blackman JA,Doctoral thesis / literature compilation (UCL),2022,SnO2,NA,NH3,-2.48,NA,NA,NA,DFT-GGA,table,Values cited in thesis Figure 5 from primary DFT studies,https://doi.org/10.1039/D2CP01234H
166,10.1016/j.snb.2006.08.054,Ab initio study of NOx compounds adsorption on SnO2 surface,NA,Sensors and Actuators B: Chemical,2006,SnO2,NA,NO,-1.2,NA,NA,SIESTA,GGA,table,~1.2 eV from computational literature review,https://doi.org/10.1016/j.snb.2006.08.054
167,10.1088/1742-6596/3042/1/012026,Work function changes and adsorption energy of NO2 on SnO2(110),NA,Journal of Physics: Conference Series,2024,SnO2,NA,NO2,-0.004,NA,3.71,NA,NA,table,physisorption range -0.004 to -0.24 eV,https://doi.org/10.1088/1742-6596/3042/1/012026
168,10.1088/1742-6596/3042/1/012026,Work function changes and adsorption energy of NO2 on SnO2(110),NA,Journal of Physics: Conference Series,2024,SnO2,NA,NO2,-0.24,NA,2.99,NA,NA,table,WF reduction up to -1.26 eV reported separately,https://doi.org/10.1088/1742-6596/3042/1/012026
169,10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,NA,NO,-0.54,0.085,2.1,NA,NA,table,Table 1; electron transfer column (etrans),https://doi.org/10.1039/C3NR06670C
170,10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,NA,NO2,-0.94,0.04,2.15,NA,NA,table,Table 1; electron transfer column (etrans),https://doi.org/10.1039/C3NR06670C
171,10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,NA,CO,-0.42,0.01,2.45,NA,NA,table,Table 1; electron transfer column (etrans),https://doi.org/10.1039/C3NR06670C
172,10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,NA,CO2,-0.45,0.013,2.74,NA,NA,table,Table 1; electron transfer column (etrans),https://doi.org/10.1039/C3NR06670C
173,10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,NA,NH3,-0.49,0.085,2.79,NA,NA,table,Table 1; electron transfer column (etrans),https://doi.org/10.1039/C3NR06670C
174,10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,NA,NO,-0.72,0.24,1.62,NA,NA,table,Table 1; electron transfer column (etrans),https://doi.org/10.1039/C3NR06670C
175,10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,NA,NO2,-0.91,0.06,2.15,NA,NA,table,Table 1; electron transfer column (etrans),https://doi.org/10.1039/C3NR06670C
176,10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,NA,CO,-0.43,0.01,2.39,NA,NA,table,Table 1; electron transfer column (etrans),https://doi.org/10.1039/C3NR06670C
177,10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,NA,CO2,-0.47,0.016,2.56,NA,NA,table,Table 1; electron transfer column (etrans),https://doi.org/10.1039/C3NR06670C
178,10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,NA,NH3,-0.55,0.09,2.39,NA,NA,table,Table 1; electron transfer column (etrans),https://doi.org/10.1039/C3NR06670C
179,10.1038/srep08052,Charge-transfer-based Gas Sensing Using Atomic-layer MoS2,"Lee S, Cho SY, Kim S, Kim Y, Park J, Lee Y",Scientific Reports,2014,MoS2,NA,NO2,-0.14,NA,NA,NA,HSE06,table,H-site; HSE06+D2,https://doi.org/10.1038/srep08052
180,10.1038/srep08052,Charge-transfer-based Gas Sensing Using Atomic-layer MoS2,"Lee S, Cho SY, Kim S, Kim Y, Park J, Lee Y",Scientific Reports,2014,MoS2,NA,NH3,-0.16,NA,NA,NA,HSE06,table,H-site; HSE06+D2,https://doi.org/10.1038/srep08052
181,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,H2,-0.05927,-0.05,NA,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.1088/2053-1591/ac021d
182,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,N2,-0.10482,0.01,NA,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.1088/2053-1591/ac021d
183,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,CO,-0.12183,0.01,NA,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.1088/2053-1591/ac021d
184,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,CO2,-0.16891,-0.03,NA,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.1088/2053-1591/ac021d
185,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,CH4,-0.1711,-0.05,NA,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.1088/2053-1591/ac021d
186,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,H2O,-0.16602,-0.03,NA,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.1088/2053-1591/ac021d
187,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,NH3,-0.1776,-0.01,NA,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.1088/2053-1591/ac021d
188,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,NO,-0.21875,0.0,NA,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.1088/2053-1591/ac021d
189,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,NO2,-0.28799,-0.12,NA,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.1088/2053-1591/ac021d
190,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,vacancy,NH3,-0.17119,NA,NA,CASTEP,GGA-PBE,table,Table 2 defective MoS2,https://doi.org/10.1088/2053-1591/ac021d
191,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,vacancy,NH3,-0.16164,NA,NA,CASTEP,GGA-PBE,table,Table 2 defective MoS2,https://doi.org/10.1088/2053-1591/ac021d
192,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,vacancy,NO2,-1.02272,NA,NA,CASTEP,GGA-PBE,table,Table 2 defective MoS2,https://doi.org/10.1088/2053-1591/ac021d
193,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,vacancy,NO2,-0.28291,NA,NA,CASTEP,GGA-PBE,table,Table 2 defective MoS2,https://doi.org/10.1088/2053-1591/ac021d
194,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,vacancy,NO,-1.26054,NA,NA,CASTEP,GGA-PBE,table,Table 2 defective MoS2,https://doi.org/10.1088/2053-1591/ac021d
195,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,vacancy,NO,-3.0592,NA,NA,CASTEP,GGA-PBE,table,Table 2 defective MoS2,https://doi.org/10.1088/2053-1591/ac021d
196,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,NH3,-0.20828,NA,NA,CASTEP,GGA-PBE,table,Table 3; N2 background,https://doi.org/10.1088/2053-1591/ac021d
197,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,NH3,-0.241,NA,NA,CASTEP,GGA-PBE,table,Table 3; CO2 background,https://doi.org/10.1088/2053-1591/ac021d
198,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,NH3,-0.25679,NA,NA,CASTEP,GGA-PBE,table,Table 3; H2O background,https://doi.org/10.1088/2053-1591/ac021d
199,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,NO2,-0.31376,NA,NA,CASTEP,GGA-PBE,table,Table 3; N2 background,https://doi.org/10.1088/2053-1591/ac021d
200,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,NO2,-0.32481,NA,NA,CASTEP,GGA-PBE,table,Table 3; CO2 background,https://doi.org/10.1088/2053-1591/ac021d
201,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,NO2,-0.34074,NA,NA,CASTEP,GGA-PBE,table,Table 3; H2O background,https://doi.org/10.1088/2053-1591/ac021d
202,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,NO,-0.22992,NA,NA,CASTEP,GGA-PBE,table,Table 3; N2 background,https://doi.org/10.1088/2053-1591/ac021d
203,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,NO,-0.25684,NA,NA,CASTEP,GGA-PBE,table,Table 3; CO2 background,https://doi.org/10.1088/2053-1591/ac021d
204,10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,NA,NO,-0.27902,NA,NA,CASTEP,GGA-PBE,table,Table 3; H2O background,https://doi.org/10.1088/2053-1591/ac021d
205,10.1016/j.cplett.2018.10.057,"Adsorption for SO2 gas molecules on B, N, P and Al doped MoS2: The DFT study",NA,Chemical Physics Letters,2018,Al-doped MoS2,Al,SO2,-2.33,-0.343,1.763,NA,DFT,table,Abstract maximum Ea at Top-Mo of Al-MoS2,https://doi.org/10.1016/j.cplett.2018.10.057
206,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,H2,-0.068,NA,2.86,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
207,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,H2,-0.075,NA,2.86,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
208,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,H2,-0.037,NA,2.87,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
209,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,O2,-0.184,NA,2.62,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
210,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,O2,-0.213,NA,2.49,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
211,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,O2,-0.119,NA,3.09,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
212,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,H2O,-0.229,NA,2.63,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
213,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,H2O,-0.218,NA,2.68,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
214,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,H2O,-0.108,NA,3.14,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
215,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,NH3,-0.216,NA,2.49,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
216,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,NH3,-0.201,NA,2.76,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
217,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,NH3,-0.062,NA,3.25,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
218,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,NO,-0.129,NA,2.77,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
219,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,NO,-0.206,NA,2.77,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
220,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,NO,-0.099,NA,3.47,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
221,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,NO,-0.215,NA,2.76,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
222,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,NO2,-0.412,NA,2.68,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
223,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,NO2,-0.354,NA,2.68,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
224,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,NO2,-0.333,NA,2.74,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
225,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,CO,-0.127,NA,2.9,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
226,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,CO,-0.111,NA,2.9,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
227,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,CO,-0.031,NA,2.95,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
228,10.1063/1.4922049,Mechanism of charge transfer and Fermi-level pinning for gas molecules on WS2,"Zhou C, Yang W, Zhu H",Journal of Chemical Physics,2015,WS2,NA,CO,-0.075,NA,2.9,VASP,LDA,table,Table I; meV converted to eV,https://doi.org/10.1063/1.4922049
229,10.3390/computation11120235,"Adsorption of SO2 Molecule on Pristine, N, Ga-Doped and -Ga-N- co-Doped Graphene: A DFT Study",Multiple authors,Computation,2023,Graphene,NA,SO2,-0.32,-0.095,NA,DMol3,GGA-PBE,table,Table 2,https://doi.org/10.3390/computation11120235
230,10.3390/computation11120235,"Adsorption of SO2 Molecule on Pristine, N, Ga-Doped and -Ga-N- co-Doped Graphene: A DFT Study",Multiple authors,Computation,2023,N-doped Graphene,N,SO2,-0.48,-0.236,NA,DMol3,GGA-PBE,table,Table 3,https://doi.org/10.3390/computation11120235
231,10.3390/computation11120235,"Adsorption of SO2 Molecule on Pristine, N, Ga-Doped and -Ga-N- co-Doped Graphene: A DFT Study",Multiple authors,Computation,2023,Ga-doped Graphene,Ga,SO2,-2.61,-0.148,NA,DMol3,GGA-PBE,table,Table 4,https://doi.org/10.3390/computation11120235
232,10.3390/computation11120235,"Adsorption of SO2 Molecule on Pristine, N, Ga-Doped and -Ga-N- co-Doped Graphene: A DFT Study",Multiple authors,Computation,2023,N-Ga co-doped Graphene,N-Ga,SO2,-2.75,-0.258,NA,DMol3,GGA-PBE,table,Table 5,https://doi.org/10.3390/computation11120235
233,10.3390/computation11120235,"Adsorption of SO2 Molecule on Pristine, N, Ga-Doped and -Ga-N- co-Doped Graphene: A DFT Study",Multiple authors,Computation,2023,N-Ga co-doped Graphene,N-Ga,SO2,-2.55,-0.214,NA,DMol3,GGA-PBE,table,Table 5,https://doi.org/10.3390/computation11120235
234,10.3390/computation11120235,"Adsorption of SO2 Molecule on Pristine, N, Ga-Doped and -Ga-N- co-Doped Graphene: A DFT Study",Multiple authors,Computation,2023,N-Ga co-doped Graphene,N-Ga,SO2,-2.53,-0.218,NA,DMol3,GGA-PBE,table,Table 5,https://doi.org/10.3390/computation11120235
235,10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,Co-MoTe2,Co,CO,-0.167,-0.032,3.522,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.3390/molecules29215086
236,10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,Co-MoTe2,Co,CH3CHO,-0.392,-0.084,3.288,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.3390/molecules29215086
237,10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,Co-MoTe2,Co,C6H6,-0.667,-0.083,3.558,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.3390/molecules29215086
238,10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,V-MoTe2,V,CO,-1.221,-0.832,1.925,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.3390/molecules29215086
239,10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,V-MoTe2,V,CH3CHO,-0.405,-0.082,3.151,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.3390/molecules29215086
240,10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,V-MoTe2,V,C6H6,-0.711,0.22,3.447,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.3390/molecules29215086
241,10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,W-MoTe2,W,CO,-0.515,-0.119,2.027,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.3390/molecules29215086
242,10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,W-MoTe2,W,CH3CHO,-0.386,-0.079,3.383,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.3390/molecules29215086
243,10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,W-MoTe2,W,C6H6,-0.618,-0.063,3.708,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.3390/molecules29215086
244,10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,Zr-MoTe2,Zr,CO,-0.592,-0.046,2.348,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.3390/molecules29215086
245,10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,Zr-MoTe2,Zr,CH3CHO,-0.439,-0.063,3.512,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.3390/molecules29215086
246,10.3390/molecules29215086,"Adsorption Properties of Metal Atom (Co, V, W, Zr)-Modified MoTe2 for CO, CH3CHO, and C6H6 Gases: A DFT Study","Xiao W, Wang Z, Gui Y",Molecules,2024,Zr-MoTe2,Zr,C6H6,-0.8,-0.085,3.685,CASTEP,GGA-PBE,table,Table 1,https://doi.org/10.3390/molecules29215086
247,10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Au-MoTe2,Au,SO2,-0.98,-0.259,NA,CASTEP,GGA-PBE,table,Table 2,https://doi.org/10.3390/molecules27103176
248,10.3390/molecules27103176,"Gas-Sensing Property of TM-MoTe2 Monolayer towards SO2, SOF2, and HF Gases",Multiple authors,Molecules,2022,Ag-MoTe2,Ag,SO2,-0.81,-0.341,NA,CASTEP,GGA-PBE,table,Table 2,https://doi.org/10.3390/molecules27103176
