material,Eg_eV,chi_eV,role,chi_source
GaTaBaSnO6,3.486954934,3.6831,absorber,ml_plus_family_prior
GaTaBaTiO6,1.851214389,3.8154,absorber,ml_plus_family_prior
GaTaCaGeO6,2.921206721,3.6317,absorber,ml_plus_family_prior
GaTaCaSiO6,2.257882411,3.7515,absorber,ml_plus_family_prior
GaTaCaSnO6,2.563279251,3.6956,absorber,ml_plus_family_prior
GaTaCaTiO6,1.842666325,3.8154,absorber,ml_plus_family_prior
GaTaGaNbO6,1.453259658,3.8485,absorber,ml_plus_family_prior
GaTaKNbO6,1.723389689,3.8449,absorber,ml_plus_family_prior
GaTaKSbO6,2.325015967,3.6907,absorber,ml_plus_family_prior
GaTaLaAlO6,2.910652372,3.5806,absorber,ml_plus_family_prior
GaTaLaGaO6,3.453258672,3.6645,absorber,ml_plus_family_prior
GaTaLaInO6,3.425265999,3.6737,absorber,ml_plus_family_prior
GaTaLaScO6,3.262926712,3.6693,absorber,ml_plus_family_prior
GaTaLiNbO6,1.730675149,3.8416,absorber,ml_plus_family_prior
GaTaMgTiO6,2.177120432,3.7584,absorber,ml_plus_family_prior
GaTaMgZrO6,3.255670251,3.639,absorber,ml_plus_family_prior
GaTaNaNbO6,1.73072672,3.8416,absorber,ml_plus_family_prior
GaTaNaSbO6,2.542490811,3.6496,absorber,ml_plus_family_prior
GaTaPbTiO6,1.883185973,3.8145,absorber,ml_plus_family_prior
GaTaPbZrO6,3.467447345,3.67,absorber,ml_plus_family_prior
GaTaRbNbO6,1.714869864,3.8457,absorber,ml_plus_family_prior
GaTaSnTiO6,1.835986128,3.8345,absorber,ml_plus_family_prior
GaTaSrGeO6,2.733559859,3.7247,absorber,ml_plus_family_prior
GaTaSrSiO6,2.327024022,3.7303,absorber,ml_plus_family_prior
GaTaSrSnO6,3.714192995,3.6141,absorber,ml_plus_family_prior
GaTaSrTiO6,1.855608911,3.8154,absorber,ml_plus_family_prior
GaTaTlNbO6,1.474651584,3.8481,absorber,ml_plus_family_prior
GaTaTlTaO6,1.966914479,3.8001,absorber,ml_plus_family_prior
GaTaYAlO6,2.555522585,3.5716,absorber,ml_plus_family_prior
GeC,2.91,2.34,monolayer,literature_HSE06_monolayer
GeSn_b,0.46,4.07,monolayer,literature_HSE06_monolayer
GeTiAgNbO6,2.840460427,3.759,absorber,ml_plus_family_prior
GeTiAgTaO6,3.419571663,3.7013,absorber,ml_plus_family_prior
GeTiBaHfO6,4.160952852,3.5793,absorber,ml_plus_family_prior
GeTiBaSnO6,3.552575952,3.6307,absorber,ml_plus_family_prior
GeTiBaTiO6,3.190106777,3.6577,absorber,ml_plus_family_prior
GeTiBaZrO6,4.148723815,3.5819,absorber,ml_plus_family_prior
GeTiCaGeO6,3.248836082,3.6754,absorber,ml_plus_family_prior
GeTiCaHfO6,3.885293853,3.5994,absorber,ml_plus_family_prior
GeTiCaSiO6,3.563046045,3.5932,absorber,ml_plus_family_prior
GeTiCaSnO6,3.331224808,3.7263,absorber,ml_plus_family_prior
GeTiCaTiO6,3.007996942,3.6421,absorber,ml_plus_family_prior
GeTiCaZrO6,3.893225008,3.6015,absorber,ml_plus_family_prior
GeTiCsNbO6,3.02429532,3.6422,absorber,ml_plus_family_prior
GeTiCsTaO6,3.254019469,3.6744,absorber,ml_plus_family_prior
GeTiCsVO6,1.834517323,3.864,absorber,ml_plus_family_prior
GeTiGaNbO6,1.797455269,3.8535,absorber,ml_plus_family_prior
GeTiGaTaO6,2.269047123,3.768,absorber,ml_plus_family_prior
GeTiInNbO6,0.989026589,3.7882,absorber,ml_plus_family_prior
GeTiInTaO6,1.143574754,3.8038,absorber,ml_plus_family_prior
GeTiKNbO6,2.948122057,3.6546,absorber,ml_plus_family_prior
GeTiKSbO6,3.049450929,3.645,absorber,ml_plus_family_prior
GeTiKTaO6,3.408221117,3.7051,absorber,ml_plus_family_prior
GeTiLaAlO6,4.01895421,3.5353,absorber,ml_plus_family_prior
GeTiLaGaO6,3.822508306,3.5869,absorber,ml_plus_family_prior
GeTiLaInO6,3.725860364,3.5951,absorber,ml_plus_family_prior
GeTiLaScO6,4.188933802,3.5764,absorber,ml_plus_family_prior
GeTiLiNbO6,2.90126163,3.6619,absorber,ml_plus_family_prior
GeTiLiTaO6,3.43696678,3.6909,absorber,ml_plus_family_prior
GeTiLiVO6,1.430327721,3.8938,absorber,ml_plus_family_prior
GeTiMgTiO6,3.188325122,3.6475,absorber,ml_plus_family_prior
GeTiMgZrO6,3.893705018,3.5827,absorber,ml_plus_family_prior
GeTiNaNbO6,2.767900919,3.8512,absorber,ml_plus_family_prior
GeTiNaSbO6,3.04215647,3.6434,absorber,ml_plus_family_prior
GeTiNaTaO6,3.398923557,3.7051,absorber,ml_plus_family_prior
GeTiNaVO6,1.463812125,3.8936,absorber,ml_plus_family_prior
GeTiPbHfO6,4.156892394,3.5814,absorber,ml_plus_family_prior
GeTiPbTiO6,3.584303518,3.6007,absorber,ml_plus_family_prior
GeTiPbZrO6,4.235235964,3.5808,absorber,ml_plus_family_prior
GeTiRbNbO6,2.910860625,3.6578,absorber,ml_plus_family_prior
GeTiRbTaO6,3.33362419,3.7123,absorber,ml_plus_family_prior
GeTiSnHfO6,3.861168711,3.6305,absorber,ml_plus_family_prior
GeTiSnTiO6,2.741981864,3.8777,absorber,ml_plus_family_prior
GeTiSnZrO6,3.576358601,3.6344,absorber,ml_plus_family_prior
GeTiSrGeO6,3.339568708,3.7145,absorber,ml_plus_family_prior
GeTiSrHfO6,4.184483885,3.5773,absorber,ml_plus_family_prior
GeTiSrSiO6,3.520429543,3.6863,absorber,ml_plus_family_prior
GeTiSrSnO6,3.597625931,3.6302,absorber,ml_plus_family_prior
GeTiSrTiO6,3.093917255,3.6535,absorber,ml_plus_family_prior
GeTiSrZrO6,4.125636681,3.5819,absorber,ml_plus_family_prior
GeTiTlNbO6,2.289670031,3.8541,absorber,ml_plus_family_prior
GeTiTlTaO6,2.508634061,3.804,absorber,ml_plus_family_prior
GeTiYAlO6,3.701089196,3.5661,absorber,ml_plus_family_prior
HC(NH2)2PbBr3,2.23,3.7725,absorber,ml_plus_family_prior
HC(NH2)2PbI3,1.48,3.7992,absorber,ml_plus_family_prior
HfS3,1.87,2.7199999999999998,monolayer,literature_HSE06_monolayer
HfSe3,0.98,3.32,monolayer,literature_HSE06_monolayer
InAs_b,1.04,3.05,monolayer,literature_HSE06_monolayer
InN,1.35,3.7600000000000002,monolayer,literature_HSE06_monolayer
InNbBaSnO6,1.66922478,3.8526,absorber,ml_plus_family_prior
InNbCaGeO6,0.796683747,3.8568,absorber,ml_plus_family_prior
InNbCaSnO6,1.90683703,3.83,absorber,ml_plus_family_prior
InNbGaNbO6,0.128888784,3.8246,absorber,ml_plus_family_prior
InNbLaAlO6,0.82273265,3.7021,absorber,ml_plus_family_prior
InNbLaGaO6,1.15967416,3.7549,absorber,ml_plus_family_prior
InNbLaInO6,1.745350249,3.8218,absorber,ml_plus_family_prior
InNbLiNbO6,0.292528091,3.8438,absorber,ml_plus_family_prior
InNbMgTiO6,1.151989547,3.7877,absorber,ml_plus_family_prior
InNbMgZrO6,1.268264192,3.7886,absorber,ml_plus_family_prior
InNbNaNbO6,0.10662043,3.8463,absorber,ml_plus_family_prior
InNbNaSbO6,0.574152511,3.8244,absorber,ml_plus_family_prior
InNbSrGeO6,0.781410482,3.8584,absorber,ml_plus_family_prior
InNbSrSnO6,1.823241323,3.8433,absorber,ml_plus_family_prior
InNbYAlO6,0.63471935,3.7056,absorber,ml_plus_family_prior
InP_b,1.16,3.2,monolayer,literature_HSE06_monolayer
InSb_b,0.97,3.12,monolayer,literature_HSE06_monolayer
InTaBaSnO6,1.909782068,3.8308,absorber,ml_plus_family_prior
InTaCaGeO6,1.127620733,3.7909,absorber,ml_plus_family_prior
InTaCaSnO6,1.237723535,3.837,absorber,ml_plus_family_prior
InTaLaAlO6,1.498605746,3.6643,absorber,ml_plus_family_prior
InTaLaInO6,2.261798705,3.8038,absorber,ml_plus_family_prior
InTaLaScO6,2.234428288,3.8039,absorber,ml_plus_family_prior
InTaNaSbO6,0.818105099,3.8176,absorber,ml_plus_family_prior
InTaPbHfO6,2.199561857,3.8218,absorber,ml_plus_family_prior
InTaPbZrO6,2.166244692,3.7737,absorber,ml_plus_family_prior
InTaSnHfO6,2.150852251,3.8379,absorber,ml_plus_family_prior
InTaSnZrO6,2.123350206,3.7779,absorber,ml_plus_family_prior
InTaSrSiO6,0.823857766,3.8508,absorber,ml_plus_family_prior
InTaSrSnO6,2.094100616,3.8082,absorber,ml_plus_family_prior
InTaYAlO6,1.302498436,3.6641,absorber,ml_plus_family_prior
K2AgAlBr6,1.8055,3.6923,absorber,ml_plus_family_prior
K2AgAlBr6 (cubic),1.0488,3.7012,absorber,ml_plus_family_prior
K2AgAlBr6 (orthorhombic),1.8055,3.6923,absorber,ml_plus_family_prior
K2AgAlCl6,2.5992,3.6355,absorber,ml_plus_family_prior
K2AgAlCl6 (cubic),2.1587,3.6827,absorber,ml_plus_family_prior
K2AgAlCl6 (orthorhombic),2.5992,3.6355,absorber,ml_plus_family_prior
K2AgAlI6,1.0595,3.6749,absorber,ml_plus_family_prior
K2AgAlI6 (orthorhombic),1.0595,3.6749,absorber,ml_plus_family_prior
K2AgAsBr6,1.2224,3.8848,absorber,ml_plus_family_prior
K2AgAsBr6 (cubic),0.7009,3.9466,absorber,ml_plus_family_prior
K2AgAsBr6 (orthorhombic),1.2224,3.8848,absorber,ml_plus_family_prior
K2AgAsCl6,1.6011,3.9304,absorber,ml_plus_family_prior
K2AgAsCl6 (cubic),1.1805,3.9246,absorber,ml_plus_family_prior
K2AgAsCl6 (orthorhombic),1.6011,3.9304,absorber,ml_plus_family_prior
K2AgAsI6,0.8718,3.895,absorber,ml_plus_family_prior
K2AgAsI6 (cubic),0.204,3.9134,absorber,ml_plus_family_prior
K2AgAsI6 (orthorhombic),0.8718,3.895,absorber,ml_plus_family_prior
K2AgBiBr6,1.4152,3.9002,absorber,ml_plus_family_prior
K2AgBiBr6 (cubic),1.1002,3.8849,absorber,ml_plus_family_prior
K2AgBiBr6 (orthorhombic),1.4152,3.9002,absorber,ml_plus_family_prior
K2AgBiCl6,1.7561,3.9289,absorber,ml_plus_family_prior
K2AgBiCl6 (cubic),1.5173,3.9384,absorber,ml_plus_family_prior
K2AgBiCl6 (orthorhombic),1.7561,3.9289,absorber,ml_plus_family_prior
K2AgBiI6,1.0267,3.8474,absorber,ml_plus_family_prior
K2AgBiI6 (cubic),0.6179,3.9074,absorber,ml_plus_family_prior
K2AgBiI6 (orthorhombic),1.0267,3.8474,absorber,ml_plus_family_prior
K2AgGaBr6,0.8539,3.8858,absorber,ml_plus_family_prior
K2AgGaBr6 (orthorhombic),0.8539,3.8858,absorber,ml_plus_family_prior
K2AgGaCl6,1.4588,3.8982,absorber,ml_plus_family_prior
K2AgGaCl6 (cubic),0.8293,3.9377,absorber,ml_plus_family_prior
K2AgGaCl6 (orthorhombic),1.4588,3.8982,absorber,ml_plus_family_prior
K2AgGaI6,0.5749,3.8721,absorber,ml_plus_family_prior
K2AgGaI6 (orthorhombic),0.5749,3.8721,absorber,ml_plus_family_prior
K2AgInBr6,1.0475,3.7854,absorber,ml_plus_family_prior
K2AgInBr6 (cubic),0.131,3.8496,absorber,ml_plus_family_prior
K2AgInBr6 (orthorhombic),1.0475,3.7854,absorber,ml_plus_family_prior
K2AgInCl6,1.5675,3.8721,absorber,ml_plus_family_prior
K2AgInCl6 (cubic),0.9338,3.8871,absorber,ml_plus_family_prior
K2AgInCl6 (orthorhombic),1.5675,3.8721,absorber,ml_plus_family_prior
K2AgInI6,0.6171,3.8127,absorber,ml_plus_family_prior
K2AgInI6 (orthorhombic),0.6171,3.8127,absorber,ml_plus_family_prior
K2AgSbBr6,1.3449,3.8587,absorber,ml_plus_family_prior
K2AgSbBr6 (cubic),0.7905,3.9101,absorber,ml_plus_family_prior
K2AgSbBr6 (orthorhombic),1.3449,3.8587,absorber,ml_plus_family_prior
K2AgSbCl6,1.7291,3.8847,absorber,ml_plus_family_prior
K2AgSbCl6 (cubic),1.277,3.8985,absorber,ml_plus_family_prior
K2AgSbCl6 (orthorhombic),1.7291,3.8847,absorber,ml_plus_family_prior
K2AgSbI6,0.9636,3.8108,absorber,ml_plus_family_prior
K2AgSbI6 (cubic),0.2952,3.8853,absorber,ml_plus_family_prior
K2AgSbI6 (orthorhombic),0.9636,3.8108,absorber,ml_plus_family_prior
K2AuAlBr6,2.1912,3.6443,absorber,ml_plus_family_prior
K2AuAlBr6 (orthorhombic),2.1912,3.6443,absorber,ml_plus_family_prior
K2AuAlCl6,2.6579,3.6763,absorber,ml_plus_family_prior
K2AuAlCl6 (cubic),0.3487,3.8178,absorber,ml_plus_family_prior
K2AuAlCl6 (orthorhombic),2.6579,3.6763,absorber,ml_plus_family_prior
K2AuAlI6,1.7916,3.6702,absorber,ml_plus_family_prior
K2AuAlI6 (orthorhombic),1.7916,3.6702,absorber,ml_plus_family_prior
K2AuAsBr6,1.9325,3.8638,absorber,ml_plus_family_prior
K2AuAsBr6 (orthorhombic),1.9325,3.8638,absorber,ml_plus_family_prior
K2AuAsCl6,2.0922,3.8633,absorber,ml_plus_family_prior
K2AuAsCl6 (orthorhombic),2.0922,3.8633,absorber,ml_plus_family_prior
K2AuAsI6,1.5857,3.8671,absorber,ml_plus_family_prior
K2AuAsI6 (orthorhombic),1.5857,3.8671,absorber,ml_plus_family_prior
K2AuBiBr6,2.0364,3.8524,absorber,ml_plus_family_prior
K2AuBiBr6 (cubic),0.0912,3.9454,absorber,ml_plus_family_prior
K2AuBiBr6 (orthorhombic),2.0364,3.8524,absorber,ml_plus_family_prior
K2AuBiCl6,2.2396,3.8779,absorber,ml_plus_family_prior
K2AuBiCl6 (cubic),0.3961,3.9859,absorber,ml_plus_family_prior
K2AuBiCl6 (orthorhombic),2.2396,3.8779,absorber,ml_plus_family_prior
K2AuBiI6,0.0997,3.9205,absorber,ml_plus_family_prior
K2AuBiI6 (orthorhombic),0.0997,3.9205,absorber,ml_plus_family_prior
K2AuGaBr6,1.4898,3.8547,absorber,ml_plus_family_prior
K2AuGaBr6 (orthorhombic),1.4898,3.8547,absorber,ml_plus_family_prior
K2AuGaCl6,2.0261,3.8335,absorber,ml_plus_family_prior
K2AuGaCl6 (orthorhombic),2.0261,3.8335,absorber,ml_plus_family_prior
K2AuGaI6,0.707,3.888,absorber,ml_plus_family_prior
K2AuGaI6 (orthorhombic),0.707,3.888,absorber,ml_plus_family_prior
K2AuInBr6,1.3315,3.8301,absorber,ml_plus_family_prior
K2AuInBr6 (orthorhombic),1.3315,3.8301,absorber,ml_plus_family_prior
K2AuInCl6,1.8298,3.8554,absorber,ml_plus_family_prior
K2AuInCl6 (orthorhombic),1.8298,3.8554,absorber,ml_plus_family_prior
K2AuInI6,0.8704,3.8074,absorber,ml_plus_family_prior
K2AuInI6 (orthorhombic),0.8704,3.8074,absorber,ml_plus_family_prior
K2AuSbBr6,1.8013,3.8378,absorber,ml_plus_family_prior
K2AuSbBr6 (orthorhombic),1.8013,3.8378,absorber,ml_plus_family_prior
K2AuSbCl6,2.1145,3.8114,absorber,ml_plus_family_prior
K2AuSbCl6 (cubic),0.105,3.9581,absorber,ml_plus_family_prior
K2AuSbCl6 (orthorhombic),2.1145,3.8114,absorber,ml_plus_family_prior
K2AuSbI6,1.6469,3.8314,absorber,ml_plus_family_prior
K2AuSbI6 (orthorhombic),1.6469,3.8314,absorber,ml_plus_family_prior
K2CuAlBr6,1.3813,3.7,absorber,ml_plus_family_prior
K2CuAlBr6 (orthorhombic),1.3813,3.7,absorber,ml_plus_family_prior
K2CuAlCl6,1.2013,3.736,absorber,ml_plus_family_prior
K2CuAlCl6 (cubic),0.6905,3.82,absorber,ml_plus_family_prior
K2CuAlCl6 (orthorhombic),1.2013,3.736,absorber,ml_plus_family_prior
K2CuAlI6,1.3283,3.6724,absorber,ml_plus_family_prior
K2CuAlI6 (orthorhombic),1.3283,3.6724,absorber,ml_plus_family_prior
K2CuAsBr6,0.5174,3.9199,absorber,ml_plus_family_prior
K2CuAsBr6 (cubic),0.1748,3.9226,absorber,ml_plus_family_prior
K2CuAsBr6 (orthorhombic),0.5174,3.9199,absorber,ml_plus_family_prior
K2CuAsCl6,0.6427,3.9593,absorber,ml_plus_family_prior
K2CuAsCl6 (cubic),0.5018,3.9661,absorber,ml_plus_family_prior
K2CuAsCl6 (orthorhombic),0.6427,3.9593,absorber,ml_plus_family_prior
K2CuAsI6,0.4083,3.8936,absorber,ml_plus_family_prior
K2CuAsI6 (orthorhombic),0.4083,3.8936,absorber,ml_plus_family_prior
K2CuBiBr6,0.8057,3.9288,absorber,ml_plus_family_prior
K2CuBiBr6 (cubic),0.5536,3.9268,absorber,ml_plus_family_prior
K2CuBiBr6 (orthorhombic),0.8057,3.9288,absorber,ml_plus_family_prior
K2CuBiCl6,1.1863,3.9128,absorber,ml_plus_family_prior
K2CuBiCl6 (cubic),0.7442,3.9817,absorber,ml_plus_family_prior
K2CuBiCl6 (orthorhombic),1.1863,3.9128,absorber,ml_plus_family_prior
K2CuBiI6,0.6416,3.8941,absorber,ml_plus_family_prior
K2CuBiI6 (cubic),0.2537,3.9036,absorber,ml_plus_family_prior
K2CuBiI6 (orthorhombic),0.6416,3.8941,absorber,ml_plus_family_prior
K2CuGaBr6,0.8095,3.8896,absorber,ml_plus_family_prior
K2CuGaBr6 (orthorhombic),0.8095,3.8896,absorber,ml_plus_family_prior
K2CuGaCl6,0.8205,3.9252,absorber,ml_plus_family_prior
K2CuGaCl6 (orthorhombic),0.8205,3.9252,absorber,ml_plus_family_prior
K2CuGaI6,0.4593,3.8611,absorber,ml_plus_family_prior
K2CuGaI6 (orthorhombic),0.4593,3.8611,absorber,ml_plus_family_prior
K2CuInBr6,0.4747,3.8314,absorber,ml_plus_family_prior
K2CuInBr6 (orthorhombic),0.4747,3.8314,absorber,ml_plus_family_prior
K2CuInCl6,0.3592,3.8791,absorber,ml_plus_family_prior
K2CuInCl6 (orthorhombic),0.3592,3.8791,absorber,ml_plus_family_prior
K2CuInI6,0.5467,3.8057,absorber,ml_plus_family_prior
K2CuInI6 (orthorhombic),0.5467,3.8057,absorber,ml_plus_family_prior
K2CuSbBr6,0.6292,3.8862,absorber,ml_plus_family_prior
K2CuSbBr6 (cubic),0.2896,3.896,absorber,ml_plus_family_prior
K2CuSbBr6 (orthorhombic),0.6292,3.8862,absorber,ml_plus_family_prior
K2CuSbCl6,1.2445,3.8763,absorber,ml_plus_family_prior
K2CuSbCl6 (cubic),0.6278,3.9307,absorber,ml_plus_family_prior
K2CuSbCl6 (orthorhombic),1.2445,3.8763,absorber,ml_plus_family_prior
K2CuSbI6,0.4952,3.8687,absorber,ml_plus_family_prior
K2CuSbI6 (orthorhombic),0.4952,3.8687,absorber,ml_plus_family_prior
K2GeI6,1.28,4.05,absorber,family_prior_vacancy_ordered_iodide
K2InAlBr6,2.429,3.6317,absorber,ml_plus_family_prior
K2InAlBr6 (cubic),1.8402,3.643,absorber,ml_plus_family_prior
K2InAlBr6 (orthorhombic),2.429,3.6317,absorber,ml_plus_family_prior
K2InAlCl6,3.3174,3.582,absorber,ml_plus_family_prior
K2InAlCl6 (cubic),2.7501,3.6762,absorber,ml_plus_family_prior
K2InAlCl6 (orthorhombic),3.3174,3.582,absorber,ml_plus_family_prior
K2InAlI6,1.3827,3.6383,absorber,ml_plus_family_prior
K2InAlI6 (cubic),0.8048,3.6797,absorber,ml_plus_family_prior
K2InAlI6 (orthorhombic),1.3827,3.6383,absorber,ml_plus_family_prior
K2InAsBr6,0.9382,3.8301,absorber,ml_plus_family_prior
K2InAsBr6 (cubic),0.1191,3.8405,absorber,ml_plus_family_prior
K2InAsBr6 (orthorhombic),0.9382,3.8301,absorber,ml_plus_family_prior
K2InAsCl6,1.513,3.8687,absorber,ml_plus_family_prior
K2InAsCl6 (cubic),0.3006,3.8885,absorber,ml_plus_family_prior
K2InAsCl6 (orthorhombic),1.513,3.8687,absorber,ml_plus_family_prior
K2InAsI6,0.5268,3.8133,absorber,ml_plus_family_prior
K2InAsI6 (cubic),0.15,3.8161,absorber,ml_plus_family_prior
K2InAsI6 (orthorhombic),0.5268,3.8133,absorber,ml_plus_family_prior
K2InBiBr6,1.0211,3.7696,absorber,ml_plus_family_prior
K2InBiBr6 (cubic),0.1729,3.8496,absorber,ml_plus_family_prior
K2InBiBr6 (orthorhombic),1.0211,3.7696,absorber,ml_plus_family_prior
K2InBiCl6,1.5136,3.8746,absorber,ml_plus_family_prior
K2InBiCl6 (cubic),0.2369,3.8985,absorber,ml_plus_family_prior
K2InBiCl6 (orthorhombic),1.5136,3.8746,absorber,ml_plus_family_prior
K2InBiI6,0.5802,3.817,absorber,ml_plus_family_prior
K2InBiI6 (cubic),0.3548,3.821,absorber,ml_plus_family_prior
K2InBiI6 (orthorhombic),0.5802,3.817,absorber,ml_plus_family_prior
K2InGaBr6,1.1309,3.7595,absorber,ml_plus_family_prior
K2InGaBr6 (cubic),0.793,3.8264,absorber,ml_plus_family_prior
K2InGaBr6 (orthorhombic),1.1309,3.7595,absorber,ml_plus_family_prior
K2InGaCl6,2.0393,3.8053,absorber,ml_plus_family_prior
K2InGaCl6 (cubic),1.5348,3.8501,absorber,ml_plus_family_prior
K2InGaCl6 (orthorhombic),2.0393,3.8053,absorber,ml_plus_family_prior
K2InGaI6,0.7663,3.8074,absorber,ml_plus_family_prior
K2InGaI6 (cubic),0.1346,3.8031,absorber,ml_plus_family_prior
K2InGaI6 (orthorhombic),0.7663,3.8074,absorber,ml_plus_family_prior
K2InInBr6,1.4473,3.8306,absorber,ml_plus_family_prior
K2InInBr6 (cubic),0.6186,3.8369,absorber,ml_plus_family_prior
K2InInBr6 (orthorhombic),1.4473,3.8306,absorber,ml_plus_family_prior
K2InInCl6,2.1947,3.8465,absorber,ml_plus_family_prior
K2InInCl6 (cubic),1.3588,3.8751,absorber,ml_plus_family_prior
K2InInCl6 (orthorhombic),2.1947,3.8465,absorber,ml_plus_family_prior
K2InInI6,0.6951,3.8343,absorber,ml_plus_family_prior
K2InInI6 (orthorhombic),0.6951,3.8343,absorber,ml_plus_family_prior
K2InSbBr6,1.1537,3.7665,absorber,ml_plus_family_prior
K2InSbBr6 (cubic),0.0877,3.8351,absorber,ml_plus_family_prior
K2InSbBr6 (orthorhombic),1.1537,3.7665,absorber,ml_plus_family_prior
K2InSbCl6,1.6865,3.8401,absorber,ml_plus_family_prior
K2InSbCl6 (cubic),0.3352,3.8809,absorber,ml_plus_family_prior
K2InSbCl6 (orthorhombic),1.6865,3.8401,absorber,ml_plus_family_prior
K2InSbI6,0.7056,3.8146,absorber,ml_plus_family_prior
K2InSbI6 (cubic),0.2273,3.8108,absorber,ml_plus_family_prior
K2InSbI6 (orthorhombic),0.7056,3.8146,absorber,ml_plus_family_prior
K2TiI6,1.61,4.0,absorber,literature_SCAPS
K2TlAlBr6,2.7996,3.6428,absorber,ml_plus_family_prior
K2TlAlBr6 (cubic),2.5609,3.5877,absorber,ml_plus_family_prior
K2TlAlBr6 (orthorhombic),2.7996,3.6428,absorber,ml_plus_family_prior
K2TlAlCl6,3.7537,3.4621,absorber,ml_plus_family_prior
K2TlAlCl6 (cubic),3.5545,3.4622,absorber,ml_plus_family_prior
K2TlAlCl6 (orthorhombic),3.7537,3.4621,absorber,ml_plus_family_prior
K2TlAlI6,1.6961,3.6775,absorber,ml_plus_family_prior
K2TlAlI6 (cubic),1.3485,3.6809,absorber,ml_plus_family_prior
K2TlAlI6 (orthorhombic),1.6961,3.6775,absorber,ml_plus_family_prior
K2TlAsBr6,1.6343,3.8897,absorber,ml_plus_family_prior
K2TlAsBr6 (cubic),0.6552,3.9328,absorber,ml_plus_family_prior
K2TlAsBr6 (orthorhombic),1.6343,3.8897,absorber,ml_plus_family_prior
K2TlAsCl6,2.1296,3.8657,absorber,ml_plus_family_prior
K2TlAsCl6 (cubic),1.0733,3.9195,absorber,ml_plus_family_prior
K2TlAsCl6 (orthorhombic),2.1296,3.8657,absorber,ml_plus_family_prior
K2TlAsI6,1.173,3.8598,absorber,ml_plus_family_prior
K2TlAsI6 (cubic),0.3625,3.9089,absorber,ml_plus_family_prior
K2TlAsI6 (orthorhombic),1.173,3.8598,absorber,ml_plus_family_prior
K2TlBiBr6,1.5858,3.8936,absorber,ml_plus_family_prior
K2TlBiBr6 (cubic),0.5501,3.942,absorber,ml_plus_family_prior
K2TlBiBr6 (orthorhombic),1.5858,3.8936,absorber,ml_plus_family_prior
K2TlBiCl6,2.0945,3.8592,absorber,ml_plus_family_prior
K2TlBiCl6 (cubic),0.9927,3.9073,absorber,ml_plus_family_prior
K2TlBiCl6 (orthorhombic),2.0945,3.8592,absorber,ml_plus_family_prior
K2TlBiI6,1.088,3.8652,absorber,ml_plus_family_prior
K2TlBiI6 (cubic),0.2017,3.9205,absorber,ml_plus_family_prior
K2TlBiI6 (orthorhombic),1.088,3.8652,absorber,ml_plus_family_prior
K2TlGaBr6,1.8405,3.8063,absorber,ml_plus_family_prior
K2TlGaBr6 (cubic),1.334,3.8555,absorber,ml_plus_family_prior
K2TlGaBr6 (orthorhombic),1.8405,3.8063,absorber,ml_plus_family_prior
K2TlGaCl6,2.7794,3.6839,absorber,ml_plus_family_prior
K2TlGaCl6 (cubic),2.2592,3.7864,absorber,ml_plus_family_prior
K2TlGaCl6 (orthorhombic),2.7794,3.6839,absorber,ml_plus_family_prior
K2TlGaI6,0.8671,3.8618,absorber,ml_plus_family_prior
K2TlGaI6 (cubic),0.4112,3.8775,absorber,ml_plus_family_prior
K2TlGaI6 (orthorhombic),0.8671,3.8618,absorber,ml_plus_family_prior
K2TlInBr6,2.0957,3.7904,absorber,ml_plus_family_prior
K2TlInBr6 (cubic),1.5368,3.8305,absorber,ml_plus_family_prior
K2TlInBr6 (orthorhombic),2.0957,3.7904,absorber,ml_plus_family_prior
K2TlInCl6,2.919,3.5805,absorber,ml_plus_family_prior
K2TlInCl6 (cubic),2.3298,3.8341,absorber,ml_plus_family_prior
K2TlInCl6 (orthorhombic),2.919,3.5805,absorber,ml_plus_family_prior
K2TlInI6,1.2492,3.7883,absorber,ml_plus_family_prior
K2TlInI6 (cubic),0.7302,3.8314,absorber,ml_plus_family_prior
K2TlInI6 (orthorhombic),1.2492,3.7883,absorber,ml_plus_family_prior
K2TlSbBr6,1.6611,3.8475,absorber,ml_plus_family_prior
K2TlSbBr6 (cubic),0.5557,3.9103,absorber,ml_plus_family_prior
K2TlSbBr6 (orthorhombic),1.6611,3.8475,absorber,ml_plus_family_prior
K2TlSbCl6,2.1407,3.8157,absorber,ml_plus_family_prior
K2TlSbCl6 (cubic),0.9869,3.8741,absorber,ml_plus_family_prior
K2TlSbCl6 (orthorhombic),2.1407,3.8157,absorber,ml_plus_family_prior
K2TlSbI6,1.2075,3.8243,absorber,ml_plus_family_prior
K2TlSbI6 (cubic),0.26,3.8881,absorber,ml_plus_family_prior
K2TlSbI6 (orthorhombic),1.2075,3.8243,absorber,ml_plus_family_prior
KNbAgNbO6,3.062301209,3.6448,absorber,ml_plus_family_prior
KNbBaSnO6,4.749720638,3.5958,absorber,ml_plus_family_prior
KNbBaTiO6,3.817776997,3.5936,absorber,ml_plus_family_prior
KNbCaGeO6,4.509665846,3.5704,absorber,ml_plus_family_prior
KNbCaSiO6,4.091124096,3.5546,absorber,ml_plus_family_prior
KNbCaSnO6,4.597100149,3.5971,absorber,ml_plus_family_prior
KNbCaTiO6,3.518675705,3.685,absorber,ml_plus_family_prior
KNbGaNbO6,1.461851147,3.8481,absorber,ml_plus_family_prior
