DOI,Title,Authors,Journal,Year,Material,Material_Class,Doping,Material_Dimensionality,Crystal_Structure,Gas,DFT_Software,Functional,Dispersion_Correction,Supercell,Adsorption_Site,Adsorption_Energy_eV,Charge_Transfer_e,Adsorption_Distance_A,Bandgap_Before_eV,Bandgap_After_eV,Bandgap_Change_eV,WorkFunction_Before_eV,WorkFunction_After_eV,WorkFunction_Change_eV,Sensitivity,Selectivity,Response_Time,Recovery_Time,Detection_Limit,Data_Source,Extraction_Notes
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,N2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,A,0.4,0.067,3.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,N2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,B,0.4,0.067,3.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,N2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,C,0.4,0.067,2.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,H2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,A,0.4,0.067,3.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,H2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,B,0.4,0.067,3.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,H2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,C,0.4,0.067,2.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,CO2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,A,0.4,0.067,3.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,CO2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,B,0.4,0.067,3.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,CO2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,C,0.4,0.067,2.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,NH3,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,B,0.55,0.022,2.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,H2S,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,B,0.8,0.006,2.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,H2O,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,B,0.63,0.004,2.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,CO2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,A,1.38,1.273,2.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,CO2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,B,0.26,0.021,2.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,CO2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,C,0.28,0.039,2.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,CO,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,A,1.07,0.989,1.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,CO,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,B,0.78,0.972,1.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,CO,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,C,0.73,0.499,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,NO,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,A,3.19,2.051,1.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,NO,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,B,3.19,2.051,1.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,NO,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,C,3.19,2.051,1.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,NO2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,A,2.72,1.058,2.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,NO2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,B,2.47,0.871,2.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,NO2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,C,2.32,0.835,2.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,O2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,A,3.64,1.342,2.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,O2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,B,3.64,1.339,2.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,O2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,C,2.61,1.261,2.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,SO2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,A,1.93,0.827,1.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,SO2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,B,0.89,0.469,2.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.25073/2588-1124.v38n1.DJ.4653,Gas adsorption on O-vacancy-containing Sc2CO2 monolayer,Khang PD et al.,VNU Journal of Science: Mathematics-Physics,2022,Sc2CO2 (O-vacancy),MXene,NA,2D,NA,SO2,Quantum ESPRESSO,PBE-GGA,DFT-D2,NA,C,1.48,0.692,2.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1 or Table 2; Q = transfer from monolayer to gas
10.5162/IMCS2010/P1.3.21,DFT study of NH3 adsorption on SnO2(110) surface,NA,Proceedings IMCS,2010,SnO2,Metal Oxide,NA,3D,rutile (110),NH3,VASP,r-PBE,NA,NA,Sn5c_clean,-1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Sn5c site; AMA proceedings
10.5162/IMCS2010/P1.3.21,DFT study of NH3 adsorption on SnO2(110) surface,NA,Proceedings IMCS,2010,SnO2,Metal Oxide,NA,3D,rutile (110),NH3,VASP,r-PBE,NA,NA,Sn5c_100pct_coverage,-0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Sn5c site; AMA proceedings
10.5162/IMCS2010/P1.3.21,DFT study of NH3 adsorption on SnO2(110) surface,NA,Proceedings IMCS,2010,SnO2,Metal Oxide,NA,3D,rutile (110),NH3,VASP,r-PBE,NA,NA,Sn5c_with_preadsorbed_O,-1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Sn5c site; AMA proceedings
10.1039/D2CP01234H,Atomistic Descriptions of Gas-Surface Interactions on Tin Dioxide,Blackman JA,Doctoral thesis / literature compilation (UCL),2022,SnO2,Metal Oxide,NA,3D,rutile (110),NH3,NA,DFT-GGA,NA,NA,Sn5c_molecular,-1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Values cited in thesis Figure 5 from primary DFT studies
10.1039/D2CP01234H,Atomistic Descriptions of Gas-Surface Interactions on Tin Dioxide,Blackman JA,Doctoral thesis / literature compilation (UCL),2022,SnO2,Metal Oxide,NA,3D,rutile (110),NH3,NA,DFT-GGA,NA,NA,Sn5c_dissociative,-1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Values cited in thesis Figure 5 from primary DFT studies
10.1039/D2CP01234H,Atomistic Descriptions of Gas-Surface Interactions on Tin Dioxide,Blackman JA,Doctoral thesis / literature compilation (UCL),2022,SnO2,Metal Oxide,NA,3D,rutile (110),NH3,NA,DFT-GGA,NA,NA,Vbr_molecular,-0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Values cited in thesis Figure 5 from primary DFT studies
10.1039/D2CP01234H,Atomistic Descriptions of Gas-Surface Interactions on Tin Dioxide,Blackman JA,Doctoral thesis / literature compilation (UCL),2022,SnO2,Metal Oxide,NA,3D,rutile (110),NH3,NA,DFT-GGA,NA,NA,Sn5c_neighbour_Vbr,-1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Values cited in thesis Figure 5 from primary DFT studies
10.1039/D2CP01234H,Atomistic Descriptions of Gas-Surface Interactions on Tin Dioxide,Blackman JA,Doctoral thesis / literature compilation (UCL),2022,SnO2,Metal Oxide,NA,3D,rutile (110),NH3,NA,DFT-GGA,NA,NA,Sn5c_neighbour_Vbr_dissociative,-1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Values cited in thesis Figure 5 from primary DFT studies
10.1039/D2CP01234H,Atomistic Descriptions of Gas-Surface Interactions on Tin Dioxide,Blackman JA,Doctoral thesis / literature compilation (UCL),2022,SnO2,Metal Oxide,NA,3D,rutile (110),NH3,NA,DFT-GGA,NA,NA,Vbr_dissociative,-2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Values cited in thesis Figure 5 from primary DFT studies
10.1016/j.snb.2006.08.054,Ab initio study of NOx compounds adsorption on SnO2 surface,NA,Sensors and Actuators B: Chemical,2006,SnO2,Metal Oxide,NA,3D,rutile (110),NO,SIESTA,GGA,NA,NA,Vbr_N-down,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,~1.2 eV from computational literature review
10.1088/1742-6596/3042/1/012026,Work function changes and adsorption energy of NO2 on SnO2(110),NA,Journal of Physics: Conference Series,2024,SnO2,Metal Oxide,NA,3D,rutile (110),NO2,NA,NA,NA,NA,Sn6c-N1,-0.004,NA,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,physisorption range -0.004 to -0.24 eV
10.1088/1742-6596/3042/1/012026,Work function changes and adsorption energy of NO2 on SnO2(110),NA,Journal of Physics: Conference Series,2024,SnO2,Metal Oxide,NA,3D,rutile (110),NO2,NA,NA,NA,NA,O2c-N1,-0.24,NA,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,WF reduction up to -1.26 eV reported separately
10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,TMD,NA,2D,NA,NO,NA,NA,NA,NA,biaxial_strain_0pct,-0.54,0.085,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; electron transfer column (etrans)
10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,TMD,NA,2D,NA,NO2,NA,NA,NA,NA,biaxial_strain_0pct,-0.94,0.04,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; electron transfer column (etrans)
10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,TMD,NA,2D,NA,CO,NA,NA,NA,NA,biaxial_strain_0pct,-0.42,0.01,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; electron transfer column (etrans)
10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,TMD,NA,2D,NA,CO2,NA,NA,NA,NA,biaxial_strain_0pct,-0.45,0.013,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; electron transfer column (etrans)
10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,TMD,NA,2D,NA,NH3,NA,NA,NA,NA,biaxial_strain_0pct,-0.49,0.085,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; electron transfer column (etrans)
10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,TMD,NA,2D,NA,NO,NA,NA,NA,NA,biaxial_strain_10pct,-0.72,0.24,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; electron transfer column (etrans)
10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,TMD,NA,2D,NA,NO2,NA,NA,NA,NA,biaxial_strain_10pct,-0.91,0.06,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; electron transfer column (etrans)
10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,TMD,NA,2D,NA,CO,NA,NA,NA,NA,biaxial_strain_10pct,-0.43,0.01,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; electron transfer column (etrans)
10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,TMD,NA,2D,NA,CO2,NA,NA,NA,NA,biaxial_strain_10pct,-0.47,0.016,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; electron transfer column (etrans)
10.1039/C3NR06670C,Strain engineering of selective chemical adsorption on monolayer MoS2,"Kou L, Du A, Chen C, Frauenheim T",Nanoscale,2014,MoS2,TMD,NA,2D,NA,NH3,NA,NA,NA,NA,biaxial_strain_10pct,-0.55,0.09,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1; electron transfer column (etrans)
10.1038/srep08052,Charge-transfer-based Gas Sensing Using Atomic-layer MoS2,"Lee S, Cho SY, Kim S, Kim Y, Park J, Lee Y",Scientific Reports,2014,MoS2,TMD,NA,2D,NA,NO2,NA,HSE06,D2,16 Mo + 32 S atoms,most_stable,-0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,H-site; HSE06+D2
10.1038/srep08052,Charge-transfer-based Gas Sensing Using Atomic-layer MoS2,"Lee S, Cho SY, Kim S, Kim Y, Park J, Lee Y",Scientific Reports,2014,MoS2,TMD,NA,2D,NA,NH3,NA,HSE06,D2,16 Mo + 32 S atoms,most_stable,-0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,H-site; HSE06+D2
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,H2,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),pristine,-0.05927,-0.05,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,N2,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),pristine,-0.10482,0.01,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,CO,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),pristine,-0.12183,0.01,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,CO2,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),pristine,-0.16891,-0.03,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,CH4,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),pristine,-0.1711,-0.05,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,H2O,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),pristine,-0.16602,-0.03,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,NH3,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),pristine,-0.1776,-0.01,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,NO,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),pristine,-0.21875,0.0,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,NA,2D,NA,NO2,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),pristine,-0.28799,-0.12,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 1
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,vacancy,2D,NA,NH3,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),Mo_vacancy,-0.17119,NA,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2 defective MoS2
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,vacancy,2D,NA,NH3,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),S_vacancy,-0.16164,NA,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2 defective MoS2
10.1088/2053-1591/ac021d,Understanding the adsorption behavior of small molecule in MoS2 device,"Jiang W, Chen K, Wang J, Geng D, Lu N, Li L",Materials Research Express,2021,MoS2,TMD,vacancy,2D,NA,NO2,CASTEP,GGA-PBE,Tkatchenko-Scheffler,5x5x1 (75 atoms),Mo_vacancy,-1.02272,NA,NA,1.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,Table 2 defective MoS2
